MacroPlot Purpose,MacroPlot UTM X,MacroPlot UTM Y,MacroPlot UTM Zone,MacroPlot Name,Monitoring Status,Date,Index,Transect,Azimuth,Slope,OneHr,TenHr,HunHr,FWDFuConSt,Comment,UV1,UV2,UV3,NumTran,OneHrTranLen,TenHrTranLen,HunHrTranLen,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Post,6/29/2017 18:19,-2147483645,4,282,10,1,3,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year02,6/29/2017 18:21,,,,,,,,,,,,,4,6,6,12,CD;TS,CD;TS,,,,,TRUE
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year02,6/29/2017 18:21,-2147483648,1,68,20,5,5,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year02,6/29/2017 18:21,-2147483647,2,211,10,0,2,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year02,6/29/2017 18:21,-2147483646,3,163,38,4,1,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year02,6/29/2017 18:21,-2147483645,4,282,10,1,3,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year05,8/13/2020 14:29,,,,,,,,,,,,,4,6,6,12,NH; IW,NH,,,,,TRUE
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year05,8/13/2020 14:29,-2147483648,1,68,20,6,9,2,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year05,8/13/2020 14:29,-2147483647,2,211,10,6,1,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year05,8/13/2020 14:29,-2147483646,3,163,38,0,2,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,414904,5373499,11U,FPIPO1D10-34,19Year05,8/13/2020 14:29,-2147483645,4,282,10,0,4,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,00Pre,6/13/2010 7:39,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,00Pre,6/13/2010 7:39,-2147483648,1,201,2,0,7,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,00Pre,6/13/2010 7:39,-2147483647,2,201,2,4,7,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,00Pre,6/13/2010 7:39,-2147483646,3,8,1,0,0,0,LARO,not able to read 0 - 12 feet due to log,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,00Pre,6/13/2010 7:39,-2147483645,4,74,5,21,16,3,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Post,5/11/2012 12:46,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Post,5/11/2012 12:46,-2147483648,1,201,2,4,16,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Post,5/11/2012 12:46,-2147483647,2,201,2,1,19,4,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Post,5/11/2012 12:46,-2147483646,3,8,1,1,0,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Post,5/11/2012 12:46,-2147483645,4,74,5,3,19,7,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year01,5/11/2012 7:41,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year01,5/11/2012 7:41,-2147483648,1,201,2,4,16,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year01,5/11/2012 7:41,-2147483647,2,201,2,1,19,4,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year01,5/11/2012 7:41,-2147483646,3,8,1,1,0,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year01,5/11/2012 7:41,-2147483645,4,74,5,3,19,7,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year02,5/25/2013 9:38,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year02,5/25/2013 9:38,-2147483648,1,201,2,1,13,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year02,5/25/2013 9:38,-2147483647,2,201,2,3,16,4,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year02,5/25/2013 9:38,-2147483646,3,8,1,0,2,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,10Year02,5/25/2013 9:38,-2147483645,4,74,5,3,11,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Post,6/28/2017 18:09,,,,,,,,,,,,,4,6,6,12,CS TS,CS TS,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Post,6/28/2017 18:09,-2147483648,1,201,2,0,7,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Post,6/28/2017 18:09,-2147483647,2,190,5,0,10,4,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Post,6/28/2017 18:09,-2147483646,3,8,1,0,5,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Post,6/28/2017 18:09,-2147483645,4,74,5,4,10,2,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year02,6/28/2017 18:11,,,,,,,,,,,,,4,6,6,12,hkt cs,cs ht,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year02,6/28/2017 18:11,-2147483648,1,201,2,0,7,1,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year02,6/28/2017 18:11,-2147483647,3,8,1,0,5,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year02,6/28/2017 18:11,-2147483646,2,190,5,0,10,4,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year02,6/28/2017 18:11,-2147483645,4,74,5,4,10,2,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year05,7/19/2020 14:22,,,,,,,,,,,,,4,6,6,12,CD NH,IW,,,,,TRUE
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year05,7/19/2020 14:22,-2147483648,1,201,2,0,9,2,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year05,7/19/2020 14:22,-2147483647,2,190,5,5,13,3,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year05,7/19/2020 14:22,-2147483646,3,8,1,0,5,0,LARO,,,,,,,,,,,,,,,
Bradbury Beach,5373684,415105,11U,FPIPO1D10-32,19Year05,7/19/2020 14:22,-2147483645,4,74,5,2,6,1,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,00Pre,5/13/2011 9:55,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,412772,5340980,11U,FPIPO1D10-36,00Pre,5/13/2011 9:55,-2147483648,1,267,5,0,3,2,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,00Pre,5/13/2011 9:55,-2147483647,2,36,24,0,5,2,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,00Pre,5/13/2011 9:55,-2147483646,3,161,11,1,4,2,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,00Pre,5/13/2011 9:55,-2147483645,4,263,4,4,6,1,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Post,6/6/2015 14:53,,,,,,,,,,,,,4,6,6,12,JRZ; LGG,JRZ; LGG,,,,,TRUE
Clark,412772,5340980,11U,FPIPO1D10-36,03Post,6/6/2015 14:53,-2147483648,1,267,5,1,3,3,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Post,6/6/2015 14:53,-2147483647,2,36,24,0,9,1,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Post,6/6/2015 14:53,-2147483646,3,161,11,15,5,4,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Post,6/6/2015 14:53,-2147483645,4,263,4,3,9,0,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year01,6/6/2015 14:54,,,,,,,,,,,,,4,6,6,12,JRZ; LGG,JRZ; LGG,,,,,TRUE
Clark,412772,5340980,11U,FPIPO1D10-36,03Year01,6/6/2015 14:54,-2147483648,1,267,5,1,3,3,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year01,6/6/2015 14:54,-2147483647,2,36,24,0,9,1,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year01,6/6/2015 14:54,-2147483646,3,161,11,15,5,4,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year01,6/6/2015 14:54,-2147483645,4,263,4,3,9,0,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year05,9/23/2019 14:18,,,,,,,,,,,,,4,6,6,12,al; mm,al; mm,,,,,TRUE
Clark,412772,5340980,11U,FPIPO1D10-36,03Year05,9/23/2019 14:18,-2147483648,1,267,5,5,2,1,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year05,9/23/2019 14:18,-2147483647,2,36,24,0,4,0,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year05,9/23/2019 14:18,-2147483646,3,161,11,11,4,2,LARO,,,,,,,,,,,,,,,
Clark,412772,5340980,11U,FPIPO1D10-36,03Year05,9/23/2019 14:18,-2147483645,4,263,4,7,7,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,00Pre,5/13/2011 14:16,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,412921,5341227,11U,FPIPO1D10-35,00Pre,5/13/2011 14:16,-2147483648,1,308,13,5,6,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,00Pre,5/13/2011 14:16,-2147483647,2,132,45,11,6,2,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,00Pre,5/13/2011 14:16,-2147483646,3,334,14,2,6,4,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,00Pre,5/13/2011 14:16,-2147483645,4,234,17,3,3,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Post,6/4/2015 14:47,,,,,,,,,,,,,4,6,6,12,JRZ; LGG,LGG,,,,,TRUE
Clark,412921,5341227,11U,FPIPO1D10-35,03Post,6/4/2015 14:47,-2147483648,1,308,13,7,14,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Post,6/4/2015 14:47,-2147483647,2,132,45,7,4,2,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Post,6/4/2015 14:47,-2147483646,3,334,14,5,5,1,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Post,6/4/2015 14:47,-2147483645,4,234,17,7,5,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year01,6/4/2015 14:48,,,,,,,,,,,,,4,6,6,12,JRZ; LGG,JRZ,,,,,TRUE
Clark,412921,5341227,11U,FPIPO1D10-35,03Year01,6/4/2015 14:48,-2147483648,1,308,13,7,14,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year01,6/4/2015 14:48,-2147483647,2,132,45,7,4,2,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year01,6/4/2015 14:48,-2147483646,3,334,14,5,5,1,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year01,6/4/2015 14:48,-2147483645,4,234,17,7,5,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year05,9/23/2019 14:17,,,,,,,,,,,,,4,6,6,12,iw; mm,iw; mm1           .,,,,,TRUE
Clark,412921,5341227,11U,FPIPO1D10-35,03Year05,9/23/2019 14:17,-2147483648,1,308,13,17,6,0,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year05,9/23/2019 14:17,-2147483647,2,132,45,3,5,1,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year05,9/23/2019 14:17,-2147483646,3,334,14,4,2,1,LARO,,,,,,,,,,,,,,,
Clark,412921,5341227,11U,FPIPO1D10-35,03Year05,9/23/2019 14:17,-2147483645,4,234,17,3,5,2,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,00Pre,5/14/2011 9:03,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,412924,5341308,11U,FPIPO1D10-37,00Pre,5/14/2011 9:03,-2147483648,1,131,13,18,4,1,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,00Pre,5/14/2011 9:03,-2147483647,2,350,0,7,1,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,00Pre,5/14/2011 9:03,-2147483646,3,1,7,4,14,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,00Pre,5/14/2011 9:03,-2147483645,4,50,4,3,14,9,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Post,6/5/2015 14:58,,,,,,,,,,,,,4,6,6,12,JRZ; LGG,JRZ,,,,,TRUE
Clark,412924,5341308,11U,FPIPO1D10-37,03Post,6/5/2015 14:58,-2147483648,1,131,12,2,13,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Post,6/5/2015 14:58,-2147483647,2,350,0,0,2,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Post,6/5/2015 14:58,-2147483646,3,1,7,1,6,2,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Post,6/5/2015 14:58,-2147483645,4,50,4,7,10,9,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year01,6/5/2015 14:59,,,,,,,,,,,,,4,6,6,12,JRZ; LGG,JRZ,,,,,TRUE
Clark,412924,5341308,11U,FPIPO1D10-37,03Year01,6/5/2015 14:59,-2147483648,1,131,13,2,13,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year01,6/5/2015 14:59,-2147483647,2,350,0,0,2,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year01,6/5/2015 14:59,-2147483646,3,1,7,1,6,2,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year01,6/5/2015 14:59,-2147483645,4,50,4,7,10,9,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year05,9/24/2019 14:19,,,,,,,,,,,,,4,6,6,12,JLB; AL; IW; MM,JLB; AL; IW MM,,,,,TRUE
Clark,412924,5341308,11U,FPIPO1D10-37,03Year05,9/24/2019 14:19,-2147483648,1,131,13,10,5,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year05,9/24/2019 14:19,-2147483647,2,350,0,6,5,0,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year05,9/24/2019 14:19,-2147483646,3,1,7,1,6,2,LARO,,,,,,,,,,,,,,,
Clark,412924,5341308,11U,FPIPO1D10-37,03Year05,9/24/2019 14:19,-2147483645,4,50,4,8,3,3,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,00Pre,7/9/2010 14:04,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,413602,5341713,11 U,FPIPO1D10-28,00Pre,7/9/2010 14:04,-2147483648,1,326,8,2,0,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,00Pre,7/9/2010 14:04,-2147483647,2,171,16,1,4,3,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,00Pre,7/9/2010 14:04,-2147483646,3,189,16,2,1,1,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,00Pre,7/9/2010 14:04,-2147483645,4,140,36,8,7,1,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Post,7/7/2013 17:51,,,,,,,,,,,,,4,6,6,12,cd,cd,,,,,TRUE
Clark,413602,5341713,11 U,FPIPO1D10-28,03Post,7/7/2013 17:51,-2147483648,1,326,8,4,0,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Post,7/7/2013 17:51,-2147483647,2,171,16,1,0,2,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Post,7/7/2013 17:51,-2147483646,3,189,16,0,2,1,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Post,7/7/2013 17:51,-2147483645,4,140,36,2,6,2,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year01,7/7/2013 11:11,,,,,,,,,,,,,4,6,6,12,cd,cd,,,,,TRUE
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year01,7/7/2013 11:11,-2147483648,1,326,8,4,0,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year01,7/7/2013 11:11,-2147483647,2,171,16,1,0,2,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year01,7/7/2013 11:11,-2147483646,3,189,16,0,2,1,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year01,7/7/2013 11:11,-2147483645,4,140,36,2,6,2,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,,,,,,,,,,,,,4,6,6,12,CD; JRB; SM,CD; JRB; SM,,,,,TRUE
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483648,1,326,8,0,0,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483647,2,171,16,1,0,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483646,3,189,16,3,0,1,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year02,6/8/2014 15:25,-2147483645,4,140,36,2,12,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,,,,,,,,,,,,,4,6,6,12,MJ.JB,MJ.JB,,,,,TRUE
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483648,1,326,8,0,1,0,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483647,2,171,16,2,3,1,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483646,3,189,16,2,3,2,LARO,,,,,,,,,,,,,,,
Clark,413602,5341713,11 U,FPIPO1D10-28,03Year05,9/8/2017 9:44,-2147483645,4,140,36,0,11,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483648,1,116,18,1,10,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483647,2,265,18,2,2,4,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483646,3,103,17,0,19,3,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,00Pre,7/11/2010 15:11,-2147483645,4,326,8,4,2,1,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483648,1,116,18,1,5,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483647,2,265,18,5,2,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483646,3,103,18,0,19,2,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Post,7/5/2013 11:30,-2147483645,4,326,8,5,12,2,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483648,1,116,18,1,5,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483647,2,265,18,5,2,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483646,3,103,18,0,19,2,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year01,7/5/2013 9:13,-2147483645,4,326,8,5,12,2,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,,,,,,,,,,,,,4,6,6,12,JRB; CD; SM,JRB; CD; SM,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483648,1,116,18,0,7,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483647,2,265,18,0,1,1,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483646,3,103,17,0,24,1,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year02,10/11/2014 15:22,-2147483645,4,326,8,1,16,1,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,,,,,,,,,,,,,4,6,6,12,JB; JR,JB; JR,,,,,TRUE
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483648,1,116,18,5,11,2,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483647,2,265,18,0,0,0,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483646,3,103,17,0,17,1,LARO,,,,,,,,,,,,,,,
Clark,414383,5342482,11U,FPIPO1D10-24,03Year05,9/7/2017 9:42,-2147483645,4,326,8,17,9,0,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483648,1,216,4,13,16,0,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483647,2,206,6,14,10,2,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483646,3,297,27,3,6,3,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,00Pre,7/10/2010 14:22,-2147483645,4,36,21,3,5,1,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483648,1,216,4,5,8,0,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483647,2,206,6,5,1,2,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483646,3,297,27,4,7,2,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Post,7/5/2013 10:16,-2147483645,4,36,21,11,7,1,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,,,,,,,,,,,,,4,6,6,12,,,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483648,1,216,4,5,8,0,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483647,2,206,6,5,1,2,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483646,3,297,27,4,7,2,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year01,7/5/2013 14:20,-2147483645,4,36,21,11,7,1,LARO,,,,,,,,,,,,,,,
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,,,,,,,,,,,,,4,6,6,12,CD; SM; JRB,CD; SM; JRB,,,,,TRUE
Clark,414504,5342654,11U,FPIPO1D10-23,03Year02,10/11/2014 15:21,-2147483648,1,216,4,5,8,0,LARO,,,,,,,,,,,,,,,
